corporateID,corporateName,location,moddate,classSInfo,corporateKana
4210002012968,有限会社コーワテクノア,福井県鯖江市幸町１丁目６番２４号,2015-11-12T15:00:00.000Z,01,
3210001013670,ホプニックホールディングス株式会社,福井県鯖江市鳥井町７字東馬場１０の７,2018-11-06T15:00:00.000Z,01,ホプニックホールディングス
7210002012841,有限会社オーゼット,福井県鯖江市水落町３丁目１６番６号,2015-11-12T15:00:00.000Z,01,
4210002012761,有限会社アイ・フェニックス,福井県鯖江市平井町第２０号３番地,2021-01-14T15:00:00.000Z,21,
7210002012882,有限会社からや漆器,福井県鯖江市柳町４丁目３番２６号,2018-12-19T15:00:00.000Z,01,カラヤシッキ
9210001012741,株式会社大平正オプチカル,福井県鯖江市米岡町第１０号２９番地,2015-11-12T15:00:00.000Z,01,
7210002013055,有限会社伸幸,福井県鯖江市幸町２丁目４番５号,2015-11-12T15:00:00.000Z,01,
5210001017257,株式会社ネクサス富士屋,福井県鯖江市御幸町１丁目２番２１号,2018-08-21T15:00:00.000Z,01,ネクサスフジヤ
7210001013527,株式会社ウインドサービス,福井県鯖江市西番町第１１号６１番地１,2015-11-12T15:00:00.000Z,01,
5210002013486,有限会社山本呉服店,福井県鯖江市水落町２丁目２８１２番２,2021-04-04T15:00:00.000Z,12,ヤマモトゴフクテン
9210001018235,株式会社日本まるこめホールディングス,福井県鯖江市三六町１丁目８番１３－３号笹原ビル１Ｆ,2020-12-08T15:00:00.000Z,01,ニッポンマルコメホールディングス
5070001025340,株式会社大洋,福井県鯖江市北野町２丁目９番３号,2015-11-12T15:00:00.000Z,01,
6210005008086,税理士法人川中経営,福井県鯖江市本町４丁目１０番７号,2021-02-08T15:00:00.000Z,01,カワナカケイエイ
9210001013137,ニュー・ソイル株式会社,福井県鯖江市中野町第１７４号１番地の２,2015-11-12T15:00:00.000Z,01,
8210001016198,株式会社わかよし,福井県鯖江市糺町第４５号６４番地,2016-01-14T15:00:00.000Z,01,
7210002013105,有限会社セガワ工業,福井県鯖江市橋立町３番地,2015-11-12T15:00:00.000Z,01,
8210005008225,八幡神社,福井県鯖江市横越町１９号２番地,2015-11-12T15:00:00.000Z,01,
4210001013001,セイコーオプチカル株式会社,福井県鯖江市有定町３丁目６番１２号,2019-06-12T15:00:00.000Z,01,セイコーオプチカル
7210001014764,株式会社竹本眼鏡製作所,福井県鯖江市神中町２丁目４番２８号,2015-11-12T15:00:00.000Z,01,
8210002013566,有限会社浪慢館,福井県鯖江市寺中町第２１号１３番地の１,2019-06-10T15:00:00.000Z,01,ロマンカン
8210002012816,有限会社乙部工芸,福井県鯖江市別司町第４２号１０番地の２,2015-11-12T15:00:00.000Z,01,
6010901031533,株式会社グラウンドキャッスル,福井県鯖江市西番町第２７号５番地３６,2019-05-26T15:00:00.000Z,12,グラウンドキャッスル
7210001014822,ＦＲＯＮＴＩＥＲ　ＮＥＴＷＯＲＫ株式会社,福井県鯖江市桜町２丁目９番３０号,2015-11-12T15:00:00.000Z,01,
7210001013262,ポータルサイト北陸株式会社,福井県鯖江市東鯖江１丁目５１８番１,2015-11-12T15:00:00.000Z,01,
8210002013228,有限会社中島商事,福井県鯖江市柳町１丁目２番３号,2015-11-12T15:00:00.000Z,01,
4210005008204,春日神社,福井県鯖江市大野町第１９号４番地,2015-11-12T15:00:00.000Z,01,
7210002013121,有限会社大福,福井県鯖江市日の出町５番２３号,2015-11-12T15:00:00.000Z,01,
9210002012823,ウィズ中央堂有限会社,福井県鯖江市三六町２丁目２番３号,2015-11-12T15:00:00.000Z,01,
3210005008064,医療法人柳沢医院,福井県鯖江市三六町１丁目２番５０号,2019-06-03T15:00:00.000Z,01,ヤナギサワイイン
7210001015333,株式会社Ｗｅａｖｅ　ｏｆ　Ｌｉｆｅ　Ｂ,福井県鯖江市有定町３丁目７－１１ハートピア１０１,2016-10-11T15:00:00.000Z,12,
7210002012965,有限会社コジマ恒産,福井県鯖江市桜町２丁目７番２６号,2015-11-12T15:00:00.000Z,01,
9210005007969,サバエリサイクル協同組合,福井県鯖江市三尾野出作町７号６番地の１,2019-07-18T15:00:00.000Z,01,サバエリサイクル
4210002013470,有限会社メディカルサービスさばえ,福井県鯖江市旭町４丁目３番１５号,2017-11-08T15:00:00.000Z,21,
4210001013389,株式会社リム精工,福井県鯖江市神中町２丁目４番２０２号,2019-07-25T15:00:00.000Z,01,リムセイコウ
3210001017622,株式会社染谷工業,福井県鯖江市つつじケ丘町１９番１１号,2019-07-07T15:00:00.000Z,01,ソメヤコウギョウ
1210002013498,有限会社ヤマダパーツ,福井県鯖江市米岡町第１０号１番地２,2015-11-12T15:00:00.000Z,01,
7210001012660,株式会社アイ・エフ・ジ,福井県鯖江市鳥羽町４３号１５番地１,2017-04-02T15:00:00.000Z,21,
1210002013382,有限会社堀内漆器店,福井県鯖江市河和田町第２７号７番地の４,2018-04-23T15:00:00.000Z,01,ホリウチシッキテン
6210005008029,社会福祉法人つつじ会,福井県鯖江市三六町１丁目１１番３号,2019-07-10T15:00:00.000Z,12,ツツジカイ
5210001013124,株式会社日東電機工業所,福井県鯖江市神中町２丁目９１３番地の１,2021-01-12T15:00:00.000Z,01,ニットウデンキコウギョウショ
4210002013009,有限会社三幸,福井県鯖江市神明町５丁目４番１８号,2015-11-12T15:00:00.000Z,01,
9210001013616,株式会社ライズインターナショナル,福井県鯖江市糺町第２５号２番地３３,2015-11-12T15:00:00.000Z,01,
9160001012879,エスエス福井株式会社,福井県鯖江市中野町１６１－５,2016-06-15T15:00:00.000Z,11,
5210002012892,有限会社木戸口クリーニング店,福井県鯖江市幸町２丁目２番３号,2021-01-05T15:00:00.000Z,21,キドグチクリーニングテン
8210005008167,徳法寺,福井県鯖江市持明寺町８号２７番地,2015-11-12T15:00:00.000Z,01,
3210001017192,株式会社あすなろジム,福井県鯖江市横江町１丁目７番５－１号,2018-06-27T15:00:00.000Z,01,アスナロジム
8210003000910,ＵＮＯＳ合同会社,福井県鯖江市横江町１丁目５番６号,2019-06-19T15:00:00.000Z,01,ユーノス
7210001016348,トシ・タナカ株式会社,福井県鯖江市神中町２丁目４番２８－５号,2018-04-16T15:00:00.000Z,01,トシタナカ
7210002012866,有限会社カトウ精機,福井県鯖江市二丁掛町３０号９番地,2015-11-12T15:00:00.000Z,01,
7210002013006,鯖江羽布研磨有限会社,福井県鯖江市水落町２丁目１６番１９号,2015-11-12T15:00:00.000Z,01,
8210001018310,株式会社牧野塗装店,福井県鯖江市川去町第３７号６番地,2021-02-02T15:00:00.000Z,01,マキノトソウテン
5210003001135,合同会社ベンチ,福井県鯖江市神明町３丁目１番３号,2019-01-30T15:00:00.000Z,01,ベンチ
7210001017313,株式会社Ｃａｒ　Ｇｌａｓｓ　ＳＡＢＡＥ,福井県鯖江市西大井町第３１号１番地１０,2018-10-16T15:00:00.000Z,01,カーグラスサバエ
8210005008134,浄願寺,福井県鯖江市川島町２７号４番地,2015-11-12T15:00:00.000Z,01,
4210005008047,医療法人カマカズ医院,福井県鯖江市日の出町５番４号,2018-05-20T15:00:00.000Z,01,カマカズイイン
8210005008076,特定非営利活動法人さばえスポーツクラブ,福井県鯖江市宮前２丁目９番１号,2018-07-19T15:00:00.000Z,01,サバエスポーツクラブ
9210001012915,株式会社佐々木重機リース,福井県鯖江市杉本町第９号１０番地,2015-11-12T15:00:00.000Z,01,
8210005008150,善照寺,福井県鯖江市下野田町３１号５１番地,2015-11-12T15:00:00.000Z,01,
8210002013153,大英工専有限会社,福井県鯖江市御幸町２丁目１３番１１号,2015-11-12T15:00:00.000Z,01,
7210002013476,有限会社森喜織物,福井県鯖江市丸山町４丁目７番４号,2018-11-07T15:00:00.000Z,01,モリキオリモノ
7210001012669,伊藤眼鏡工業株式会社,福井県鯖江市神中町２丁目６番６号,2015-11-12T15:00:00.000Z,01,
1210002013424,有限会社マグティク,福井県鯖江市杉本町第３６号２番地２０,2015-11-12T15:00:00.000Z,01,
7210002013468,有限会社メンズファッションササキ,福井県鯖江市つつじケ丘町１番５号,2015-11-12T15:00:00.000Z,01,
7210002012718,有限会社アイショウ技研,福井県鯖江市中野町第５８号６７番地,2015-11-12T15:00:00.000Z,01,
8210002013194,有限会社テクノスター,福井県鯖江市川島町第３０号２５番地,2015-11-12T15:00:00.000Z,01,
8210002013582,有限会社ＫＪＦ,福井県鯖江市水落町３丁目４番３４号,2019-09-18T15:00:00.000Z,21,ケイジェイエフ
7210002013220,有限会社ナカムラモータース,福井県鯖江市有定町１丁目１４番１１号,2015-11-12T15:00:00.000Z,01,
9210001012989,鈴木眼鏡工業株式会社,福井県鯖江市東鯖江２丁目８１７－１,2018-04-12T15:00:00.000Z,01,スズキガンキョウコウギョウ
9210001012881,サバエサニタリーサービス株式会社,福井県鯖江市旭町１丁目２番６号,2015-11-12T15:00:00.000Z,01,
7210001015498,株式会社でんきランドはやし,福井県鯖江市下野田町第３４号１番地１０,2015-11-12T15:00:00.000Z,01,
9210001012824,熊野繊維工業株式会社,福井県鯖江市上河端町４８号１番地,2015-11-12T15:00:00.000Z,01,
9210001018202,株式会社Ｕ　Ｃｏｍｐａｎｙ,福井県鯖江市熊田町第１６号１２７番地２,2020-11-05T15:00:00.000Z,01,ユーカンパニー
4210001018231,株式会社リリーフ,福井県鯖江市有定町２丁目２番２２号,2020-12-07T15:00:00.000Z,01,リリーフ
7210001012792,株式会社キタジマ,福井県鯖江市中戸ノ口町第２４号１１番地の１,2015-11-12T15:00:00.000Z,01,
6210001017636,株式会社ＴＡＫＡ　ＲＯＣＫ　ＷＯＲＫＳ,福井県鯖江市東鯖江３丁目４番３号ことぶきビル２階,2019-07-23T15:00:00.000Z,01,タカロックワークス
4210005008006,医療法人加藤産婦人科,福井県鯖江市水落町１丁目４番２１号,2018-12-03T15:00:00.000Z,01,カトウサンフジンカ
7210002012924,有限会社グロリー金型,福井県鯖江市杉本町第３０号２０番地の１,2017-07-27T15:00:00.000Z,21,
6210001012686,株式会社いずもや,福井県鯖江市小黒町１丁目１５番２３号,2019-05-30T15:00:00.000Z,01,イズモヤ
3210001015857,株式会社Ｊ．Ｃ．通商,福井県鯖江市幸町２丁目１番１８号,2015-11-12T15:00:00.000Z,01,
4210002013594,有限会社鳶雄工業,福井県鯖江市杉本町第１５号１２番地の１,2019-06-23T15:00:00.000Z,12,トビユウコウギョウ
2210001013127,日本海商事株式会社,福井県鯖江市日の出町１番１０号,2019-07-03T15:00:00.000Z,01,ニホンカイショウジ
5210001012811,株式会社キッソオ,福井県鯖江市丸山町４丁目３０５番２,2021-02-04T15:00:00.000Z,01,キッソオ
1210001017384,タナカ住建サービス株式会社,福井県鯖江市舟枝町第３号１６番地１,2019-01-08T15:00:00.000Z,01,タナカジュウケンサービス
9210001013054,田中建設株式会社,福井県鯖江市舟枝町４号１０２番地,2015-11-12T15:00:00.000Z,01,
4210005008261,称名寺,福井県鯖江市別司町３３号１４番地,2015-11-12T15:00:00.000Z,01,
7210001012685,株式会社岩尾組,福井県鯖江市杉本町第３２号１２７番地,2019-06-06T15:00:00.000Z,01,イワオグミ
7210001015713,エムテク株式会社,福井県鯖江市定次町３１１番地,2015-11-12T15:00:00.000Z,01,
2210001017557,株式会社井波木材,福井県鯖江市川島町第３６号１１０番地,2019-05-21T15:00:00.000Z,01,イナミモクザイ
2210001012954,株式会社神明鉄工所,福井県鯖江市当田町１４号１番地の２,2019-08-14T15:00:00.000Z,01,シンメイテッコウショ
6210003001175,井筒不動産合同会社,福井県鯖江市日の出町２番１号,2019-07-29T15:00:00.000Z,01,イヅツフドウサン
3210001018216,アイコンタクト福井株式会社,福井県鯖江市上鯖江１丁目５番８号,2020-11-15T15:00:00.000Z,01,アイコンタクトフクイ
8210001012916,株式会社ササキ・メッキ,福井県鯖江市磯部町第２５号３０番地,2020-11-24T15:00:00.000Z,01,ササキメッキ
4210002013132,有限会社大門,福井県鯖江市河和田町第１７号３番地の１,2017-01-26T15:00:00.000Z,21,
4210002013231,有限会社南越ファイナンス,福井県鯖江市住吉町１丁目１１番１７号,2015-11-12T15:00:00.000Z,01,
7210001012982,株式会社ジーク,福井県鯖江市旭町４丁目３番３号,2015-11-12T15:00:00.000Z,01,
3210001013712,株式会社ハートフル小柳,福井県鯖江市日の出町１３番８号,2018-09-20T15:00:00.000Z,01,ハートフルコヤナギ
7210002013014,有限会社鯖江テレコム,福井県鯖江市鳥羽１丁目６番１２号,2015-11-12T15:00:00.000Z,01,
7210002012908,有限会社共栄,福井県鯖江市熊田町１６号６７番地の１,2015-11-12T15:00:00.000Z,01,
4210002013371,有限会社星矢幸福堂,福井県鯖江市鳥羽３丁目６番１４号,2015-11-12T15:00:00.000Z,01,
1210001016709,山口建設塗装株式会社,福井県鯖江市丸山町２丁目１１０番地１,2019-05-15T15:00:00.000Z,12,ヤマグチケンセツトソウ
4210002013082,有限会社ジー・プレス,福井県鯖江市水落町３丁目８番３７号,2015-11-12T15:00:00.000Z,01,
4210002012860,有限会社カツキ眼鏡,福井県鯖江市長泉寺町１丁目１１番１９号,2015-11-12T15:00:00.000Z,01,
4210002013165,有限会社田畑レンズ,福井県鯖江市丸山町２丁目３番６号,2018-12-16T15:00:00.000Z,21,
5210002012926,有限会社グレイス,福井県鯖江市日の出町５番８号,2021-01-12T15:00:00.000Z,01,グレイス
7210002013360,有限会社ファインゴール,福井県鯖江市御幸町２丁目１３番１７号,2015-11-12T15:00:00.000Z,01,
4210002013149,有限会社タナカプランニング,福井県鯖江市新横江２丁目７番１１－３号,2015-11-12T15:00:00.000Z,01,
8700150077470,立待吉江土地改良区,福井県鯖江市西山町１３－１,2018-05-07T15:00:00.000Z,01,タチマチヨシエトチカイリョウク
1210002013473,有限会社ＲＥＡＬＪＡＰＡＮ,福井県鯖江市片山町第３号１番地２,2018-11-27T15:00:00.000Z,12,リアルジャパン
4210005007981,福井県鯖江眼鏡協同組合,福井県鯖江市有定町３丁目６番１２号,2015-11-12T15:00:00.000Z,01,
8210001010317,株式会社サイズ,福井県鯖江市石田上町第１号４番地１,2020-11-15T15:00:00.000Z,01,サイズ
4210005008237,舟津神社,福井県鯖江市舟津町１丁目３番５号,2015-11-12T15:00:00.000Z,01,
7210002012726,有限会社アイコウ眼鏡,福井県鯖江市二丁掛町第１２号３１番地の１０,2015-11-12T15:00:00.000Z,01,
6210005009092,一般社団法人鯖江市医師会,福井県鯖江市住吉町３丁目８番１８号,2019-06-20T15:00:00.000Z,01,サバエシイシカイ
8210002012972,有限会社広晴,福井県鯖江市寺中町第２８号１番地の４,2015-11-12T15:00:00.000Z,01,
4210005008055,医療法人ア歯科峯田診療所,福井県鯖江市神明町５丁目５番２０号,2018-11-13T15:00:00.000Z,01,アシカミネダシンリョウショ
9210001013327,株式会社宮田食品,福井県鯖江市上河端町第４６号１０番地,2019-08-26T15:00:00.000Z,01,ミヤタショクヒン
7210001012966,株式会社シューユウ,福井県鯖江市横越町第１６号２６番地の１,2018-09-24T15:00:00.000Z,01,シューユウ
7210001013535,株式会社マックスプランニング,福井県鯖江市幸町２丁目１番１８号,2015-11-12T15:00:00.000Z,01,
7210001015861,株式会社山本精機,福井県鯖江市水落町２丁目１３番２２号,2015-11-12T15:00:00.000Z,01,
9210001014960,じゅん介護タクシー株式会社,福井県鯖江市川去町第９号７番地５,2015-11-12T15:00:00.000Z,01,
8210005008217,諏訪神社,福井県鯖江市糺町３８号６６番地,2015-11-12T15:00:00.000Z,01,
9210001012477,株式会社システムグラフィ,福井県鯖江市下河端町４１４,2019-04-17T15:00:00.000Z,01,システムグラフィ
9210001012808,株式会社キムラ・プランニング,福井県鯖江市長泉寺町１丁目２番４３号,2019-03-31T15:00:00.000Z,01,キムラプランニング
7210001012974,株式会社システム松栄,福井県鯖江市柳町２丁目８番１３号,2015-11-12T15:00:00.000Z,01,
1210005008082,特定非営利活動法人カルチャーネットさばえ,福井県鯖江市東鯖江３丁目７番１号鯖江市文化センター内,2021-04-05T15:00:00.000Z,12,カルチャーネットサバエ
7210001017214,株式会社橋尾自動車,福井県鯖江市宮前１丁目７番１４号,2018-07-09T15:00:00.000Z,01,ハシオジドウシャ
9210001008698,ゼノテック株式会社,福井県鯖江市杉本町第１５号１９番地１,2016-12-06T15:00:00.000Z,12,
4210002013512,ユタカ機工有限会社,福井県鯖江市二丁掛町１号５番地,2015-11-12T15:00:00.000Z,01,
9210001013319,株式会社蓑輪産業,福井県鯖江市別司町第４６号１番地,2015-11-12T15:00:00.000Z,01,
1210001017442,株式会社ディスカバーモビリティサービス,福井県鯖江市中野町第１８号２７番地,2019-02-28T15:00:00.000Z,01,ディスカバーモビリティサービス
8210002012774,有限会社岩田工業所,福井県鯖江市上河内町２４号２番地,2016-08-14T15:00:00.000Z,21,
8210005008191,最上本山別院鯖江最上教会,福井県鯖江市舟津町２丁目１番３４号,2015-11-12T15:00:00.000Z,01,
4210002013264,有限会社ハル・オプテツク,福井県鯖江市糺町第２４号９番地の６,2015-11-12T15:00:00.000Z,01,
7210001013353,山直織物株式会社,福井県鯖江市中野町４５号６番地,2015-11-12T15:00:00.000Z,01,
7210001014830,株式会社みらいファイル,福井県鯖江市中戸口町第１５号６番地２,2015-11-12T15:00:00.000Z,01,
7210002012800,有限会社岩井眼鏡工業,福井県鯖江市四方谷町第２４号２２番地,2017-09-24T15:00:00.000Z,21,
4210002012877,有限会社河原木工,福井県鯖江市上野田町第４号５１番地の７,2015-11-12T15:00:00.000Z,01,
1210001012947,株式会社視泉堂,福井県鯖江市丸山町２丁目５１６番地,2021-01-25T15:00:00.000Z,01,シセンドウ
5210005008054,医療法人鯖江清水耳鼻咽喉科医院,福井県鯖江市本町４丁目１番２８号,2021-02-02T15:00:00.000Z,01,サバエシミズジビインコウカイイン
3210003001137,合同会社Ｃｒｅａｔｏｒｓ　Ｃｏｍｐａｎｙ,福井県鯖江市長泉寺町４－３－１メゾンベレットＡ２０４,2021-01-25T15:00:00.000Z,12,クリエイターズカンパニー
9210001008426,ストロベリーシティ株式会社,福井県鯖江市神中町３丁目２番１１号,2021-02-18T15:00:00.000Z,12,ストロベリーシティ
5210002011647,貞友運送有限会社,福井県鯖江市水落町１丁目５番２０号,2021-02-18T15:00:00.000Z,01,サダトモウンソウ
5210001017397,株式会社ＵＰＬＡＮ,福井県鯖江市西袋町５４１番地,2019-01-16T15:00:00.000Z,01,ユープラン
6210001018312,Ｏ．Ｋテクノ株式会社,福井県鯖江市吉江町第３号１９番地２,2021-02-02T15:00:00.000Z,01,オーケーテクノ
1210001012897,桜株式会社,福井県鯖江市日の出町１１番１４号,2020-10-13T15:00:00.000Z,12,サクラ
5210001016655,株式会社ギビンググッド,福井県鯖江市北野町第１６号１番地,2021-02-03T15:00:00.000Z,12,ギビンググッド
9210002012773,有限会社伊坂精工,福井県鯖江市横越町１８字宮西３９番２号,2016-10-18T15:00:00.000Z,21,
7210002012817,大綱リボン工業有限会社,福井県鯖江市平井町第２８号６番地２,2015-11-12T15:00:00.000Z,01,
4210002012852,有限会社河和田工芸,福井県鯖江市河和田町第１５号６番地１,2020-11-04T15:00:00.000Z,01,カワダコウゲイ
1210003000941,合同会社ＣＷ,福井県鯖江市水落町２丁目７番３１号,2019-09-30T15:00:00.000Z,21,シーダブリュー
7210002013625,有限会社山本建材,福井県鯖江市水落町１丁目５番２０号,2015-11-12T15:00:00.000Z,01,
8210001013286,マルイ設備工業株式会社,福井県鯖江市有定町１丁目１０番３号,2019-06-24T15:00:00.000Z,01,マルイセツビコウギョウ
6210001018246,すまいコネクト株式会社,福井県鯖江市本町１丁目１番９号煙安ビル１階,2021-02-04T15:00:00.000Z,12,スマイコネクト
3210001017580,株式会社川嶋電気,福井県鯖江市上氏家町第１号１０番地１１,2019-06-09T15:00:00.000Z,01,カワシマデンキ
7210002013047,有限会社サクセス,福井県鯖江市東鯖江１丁目１番３号,2019-09-09T15:00:00.000Z,01,サクセス
4210002013207,有限会社トマトコーポレーション,福井県鯖江市東鯖江１丁目１番２４号,2015-11-12T15:00:00.000Z,01,
4210002013413,有限会社前田電気工業所,福井県鯖江市鳥羽１丁目６番１３－３号,2015-11-12T15:00:00.000Z,01,
4210005008162,天理教曙定分教会,福井県鯖江市定次町７０番地の２,2015-11-12T15:00:00.000Z,01,
9210001017559,フェイスデジタル株式会社,福井県鯖江市御幸町２丁目４０４番,2019-05-27T15:00:00.000Z,01,フェイスデジタル
1210002013325,有限会社プランドル・ピエ,福井県鯖江市東米岡１丁目４番２８号,2015-11-12T15:00:00.000Z,01,
4210005007965,鯖江管工事業協同組合,福井県鯖江市有定町１丁目１０番３号,2019-09-08T15:00:00.000Z,01,サバエカンコウ
7210002013170,有限会社高橋組,福井県鯖江市小泉町第２３号９８番地,2015-11-12T15:00:00.000Z,01,
9210002012716,有限会社アイ・ビー眼鏡,福井県鯖江市下河端町９９号２８番地,2015-11-12T15:00:00.000Z,01,
4210002012811,有限会社扇寿司,福井県鯖江市水落町１丁目１４番１３号,2015-11-12T15:00:00.000Z,01,
7210002013154,第一絹毛有限会社,福井県鯖江市長泉寺町１丁目８番３５号,2015-11-12T15:00:00.000Z,01,
8210002013087,有限会社新福祉,福井県鯖江市西大井町第１２号３８番地の２,2015-11-12T15:00:00.000Z,01,
6210005008045,医療法人東山会,福井県鯖江市中野町第３３号２０番地の１,2019-07-09T15:00:00.000Z,01,ヒガシヤマカイ
9210001013062,株式会社タナカ工芸,福井県鯖江市落井町第４０号９番地,2019-06-19T15:00:00.000Z,01,タナカコウゲイ
1210001013846,株式会社松,福井県鯖江市御幸町１丁目２番３２号,2020-11-16T15:00:00.000Z,01,マツ
7210001012917,株式会社定政オート販売,福井県鯖江市戸口町第１７号１０番地,2020-12-10T15:00:00.000Z,01,サダマサオートハンバイ
9210002012732,有限会社アグリエース,福井県鯖江市石田上町第２号７番地,2021-01-24T15:00:00.000Z,01,アグリエース
3210001015799,株式会社田中製作所,福井県鯖江市東鯖江４丁目４番１５号,2018-11-15T15:00:00.000Z,01,タナカセイサクショ
3210001014504,株式会社ガード,福井県鯖江市平井町第５号６番地３,2015-11-12T15:00:00.000Z,01,
6210001013206,福長織物株式会社,福井県鯖江市下新庄町５６号４番地,2019-08-05T15:00:00.000Z,01,フクナガオリモノ
9210001012980,入道眼鏡株式会社,福井県鯖江市神中町２丁目１番２３号,2018-10-04T15:00:00.000Z,01,ニュウドウガンキョウ
9210001016635,株式会社タカクマ,福井県鯖江市舟津町３丁目２番１６号,2018-06-07T15:00:00.000Z,01,タカクマ
2210005008016,社会福祉法人鯖江市社会福祉協議会,福井県鯖江市水落町２丁目３０番１号,2019-07-16T15:00:00.000Z,01,サバエシシャカイフクシキョウギカイ
5210001017422,株式会社大久保物流,福井県鯖江市戸口町第２２号１２番地１,2019-02-04T15:00:00.000Z,01,オオクボブツリュウ
1210002013515,有限会社ユーエスモータース,福井県鯖江市長泉寺町１丁目１０番１４号,2015-11-12T15:00:00.000Z,01,
9210001012790,株式会社カワモリ,福井県鯖江市河和田町２号３０番地の２,2015-11-12T15:00:00.000Z,01,
9210001017609,Ｚ　ＪＡＰＡＮ　Ｃｏｒｐｏｒａｔｉｏｎ株式会社,福井県鯖江市米岡町第４号１５番地１,2019-07-03T15:00:00.000Z,01,ゼットジャパンコーポレーション
8210002012931,有限会社クリエ,福井県鯖江市北野町１丁目４番１６号,2015-11-12T15:00:00.000Z,01,
8210002013252,有限会社のだや,福井県鯖江市本町４丁目３番２２号,2015-11-12T15:00:00.000Z,01,
