date,fileNo,token
2021-08-23,14418,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-08-24,14421,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-08-25,14424,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-08-26,14427,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-08-27,14430,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-08-30,14433,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-08-31,14436,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-09-01,14592,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-09-02,14595,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-09-03,14598,b7b0531a-3e14-4473-ba4e-ff6afc4c78b5
2021-09-06,14601,144d17ff-a565-4f11-92e2-2cf79896ee20
2021-09-07,14604,d8d866c0-d5c8-4fe8-b569-add1d39d7330
2021-09-08,14607,144d17ff-a565-4f11-92e2-2cf79896ee20
2021-09-09,14610,144d17ff-a565-4f11-92e2-2cf79896ee20
2021-09-10,14613,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-13,14616,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-14,14619,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-15,14622,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-16,14625,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-17,14628,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-21,14631,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-22,14634,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-24,14637,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-27,14640,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-28,14643,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-29,14646,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-09-30,14649,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-01,14805,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-04,14807,902c7af8-c5a7-407d-bc1f-618ecb8e0e3c
2021-10-05,14810,902c7af8-c5a7-407d-bc1f-618ecb8e0e3c
2021-10-06,14813,902c7af8-c5a7-407d-bc1f-618ecb8e0e3c
2021-10-07,14816,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-08,14819,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-11,14822,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-12,14825,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-13,14828,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-14,14831,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-15,14834,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-18,14837,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-19,14840,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-20,14843,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-21,14846,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-22,14849,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-25,14852,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-26,14855,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-27,14858,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-28,14861,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-10-29,14864,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-01,15020,e8f89b48-a8e6-4ca9-bce9-def9a8cbf42d
2021-11-02,15023,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-04,15026,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-05,15029,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-08,15032,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-09,15035,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-10,15038,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-11,15041,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-12,15044,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-15,15047,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-16,15050,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-17,15053,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-18,15056,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-19,15059,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-22,15062,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-24,15065,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-25,15068,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-26,15071,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-29,15074,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-11-30,15077,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-01,15233,2d29e89e-81a4-4961-b67b-49f097e2ceef
2021-12-02,15236,2d29e89e-81a4-4961-b67b-49f097e2ceef
2021-12-03,15239,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-06,15242,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-07,15245,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-08,15248,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-09,15251,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-10,15254,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-13,15257,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-14,15260,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-15,15263,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-16,15266,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-17,15269,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-20,15272,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-21,15275,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-22,15278,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-23,15281,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-24,15284,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-27,15287,f83622bb-6551-440a-95b4-1192ff13fb5a
2021-12-28,15290,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-01-04,15446,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-05,15449,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-06,15452,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-07,15455,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-11,15458,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-12,15461,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-13,15464,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-14,15467,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-17,15470,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-18,15473,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-19,15476,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-20,15479,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-21,15482,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-24,15485,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-25,15488,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-26,15491,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-27,15494,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-28,15497,1c5ed25b-af58-4ecb-9e5d-7ea197412418
2022-01-31,15500,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-01,15656,3322d78f-b1db-4754-8b4b-7c10627f72be
2022-02-02,15659,3322d78f-b1db-4754-8b4b-7c10627f72be
2022-02-03,15662,3322d78f-b1db-4754-8b4b-7c10627f72be
2022-02-04,15665,3322d78f-b1db-4754-8b4b-7c10627f72be
2022-02-07,15668,3322d78f-b1db-4754-8b4b-7c10627f72be
2022-02-08,15671,3322d78f-b1db-4754-8b4b-7c10627f72be
2022-02-09,15674,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-10,15677,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-14,15680,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-15,15683,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-16,15686,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-17,15689,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-18,15692,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-21,15695,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-22,15698,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-24,15701,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-25,15704,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-02-28,15707,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-01,15863,859ca51e-c89c-40b1-9b03-9f6b35151add
2022-03-02,15866,859ca51e-c89c-40b1-9b03-9f6b35151add
2022-03-03,15869,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-04,15872,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-07,15875,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-08,15878,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-09,15881,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-10,15884,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-11,15887,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-14,15890,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-15,15893,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-16,15896,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-17,15899,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-18,15902,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-22,15905,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-23,15908,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-24,15911,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-25,15914,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-28,15917,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-29,15920,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-30,15923,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-03-31,15926,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-01,16082,b897e7cf-0011-499f-b8c2-c026d027c8a6
2022-04-04,16085,b897e7cf-0011-499f-b8c2-c026d027c8a6
2022-04-05,16088,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-06,16091,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-07,16094,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-08,16097,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-11,16100,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-12,16103,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-13,16106,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-14,16109,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-15,16112,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-18,16115,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-19,16118,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-20,16121,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-21,16124,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-22,16127,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-25,16130,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-26,16133,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-27,16136,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-04-28,16139,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-02,16295,1e8ddec9-9139-45c3-bbd0-5bbbc605f069
2022-05-06,16298,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-09,16301,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-10,16304,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-11,16307,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-12,16310,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-13,16313,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-16,16316,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-17,16319,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-18,16322,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-19,16325,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-20,16328,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-23,16331,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-24,16334,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-25,16337,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-26,16340,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-27,16343,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-30,16346,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-05-31,16349,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-01,16505,a5e40f90-622d-4449-b5ca-daf0edd41174
2022-06-02,16508,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-03,16511,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-06,16514,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-07,16517,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-08,16520,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-09,16523,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-10,16526,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-13,16529,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-14,16532,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-15,16535,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-16,16538,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-17,16541,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-20,16544,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-21,16547,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-22,16550,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-23,16553,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-24,16556,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-27,16559,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-28,16562,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-29,16565,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-06-30,16568,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-01,16724,fda8ae16-d9ec-4b2d-9769-c829f3c47e8f
2022-07-04,16727,fda8ae16-d9ec-4b2d-9769-c829f3c47e8f
2022-07-05,16730,fda8ae16-d9ec-4b2d-9769-c829f3c47e8f
2022-07-06,16733,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-07,16736,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-08,16739,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-11,16742,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-12,16745,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-13,16748,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-14,16751,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-15,16754,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-19,16757,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-20,16760,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-21,16763,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-22,16766,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-25,16769,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-26,16772,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-27,16775,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-28,16778,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-07-29,16781,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-01,16937,98f16eb2-c27a-4c2a-a834-62785ce9dd6b
2022-08-02,16940,98f16eb2-c27a-4c2a-a834-62785ce9dd6b
2022-08-03,16943,98f16eb2-c27a-4c2a-a834-62785ce9dd6b
2022-08-04,16946,98f16eb2-c27a-4c2a-a834-62785ce9dd6b
2022-08-05,16949,98f16eb2-c27a-4c2a-a834-62785ce9dd6b
2022-08-08,16952,98f16eb2-c27a-4c2a-a834-62785ce9dd6b
2022-08-09,16955,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-10,16958,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-12,16961,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-15,16964,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-16,16967,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-17,16970,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-18,16973,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-19,16976,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-22,16979,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-23,16982,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-24,16985,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-25,16988,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-26,16991,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-29,16994,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-30,16997,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-08-31,17000,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-01,17156,c708911e-09e1-4c3f-9380-a20fcb217050
2022-09-02,17159,c708911e-09e1-4c3f-9380-a20fcb217050
2022-09-05,17162,c708911e-09e1-4c3f-9380-a20fcb217050
2022-09-06,17165,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-07,17168,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-08,17171,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-09,17174,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-12,17177,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-13,17180,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-14,17183,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-15,17186,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-16,17189,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-20,17192,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-21,17195,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-22,17198,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-26,17201,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-27,17204,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-28,17207,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-29,17210,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-09-30,17213,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-03,17369,3b89f874-f6fd-455f-8292-cdec9d6a1228
2022-10-04,17372,3b89f874-f6fd-455f-8292-cdec9d6a1228
2022-10-05,17375,3b89f874-f6fd-455f-8292-cdec9d6a1228
2022-10-06,17378,3b89f874-f6fd-455f-8292-cdec9d6a1228
2022-10-07,17381,3b89f874-f6fd-455f-8292-cdec9d6a1228
2022-10-11,17384,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-12,17387,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-13,17390,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-14,17393,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-17,17396,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-18,17399,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-19,17402,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-20,17405,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-21,17408,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-24,17411,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-25,17414,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-26,17417,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-27,17420,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-28,17423,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-10-31,17426,f83622bb-6551-440a-95b4-1192ff13fb5a
2022-11-01,17582,4787d9ef-38a1-46c1-a148-b058abe717c9
2022-11-02,17585,956670a9-cb67-4dec-b162-368ff2cf5127
2022-11-04,17588,
2022-11-07,17591,
2022-11-08,17594,
2022-11-09,17597,
2022-11-10,17600,
2022-11-11,17603,
2022-11-14,17606,
2022-11-15,17609,
2022-11-16,17612,
2022-11-17,17615,
2022-11-18,17618,
2022-11-21,17621,
2022-11-22,17624,
2022-11-24,17627,
2022-11-25,17630,
2022-11-28,17633,
2022-11-29,17636,
2022-11-30,17639,
2022-12-01,17795,
2022-12-02,17798,
2022-12-05,17801,
2022-12-06,17804,
2022-12-07,17807,
2022-12-08,17810,
2022-12-09,17813,
2022-12-12,17816,
2022-12-13,17819,
2022-12-14,17822,
2022-12-15,17825,
2022-12-16,17828,
2022-12-19,17831,
2022-12-20,17834,
2022-12-21,17837,
2022-12-22,17840,
2022-12-23,17843,
2022-12-26,17846,
2022-12-27,17849,
2022-12-28,17852,
2023-01-04,18008,
2023-01-05,18011,
2023-01-06,18014,
2023-01-10,18017,
2023-01-11,18020,
2023-01-12,18023,
2023-01-13,18026,
2023-01-16,18029,
2023-01-17,18032,
2023-01-18,18035,
2023-01-19,18038,
2023-01-20,18041,
2023-01-23,18044,
2023-01-24,18047,
2023-01-25,18050,
2023-01-26,18053,
2023-01-27,18056,
2023-01-30,18059,
2023-01-31,18062,
2023-02-01,18218,
2023-02-02,18221,
2023-02-03,18224,
2023-02-06,18227,
2023-02-07,18230,
2023-02-08,18233,
2023-02-09,18236,
2023-02-10,18239,
2023-02-13,18242,
2023-02-14,18245,
2023-02-15,18248,
2023-02-16,18251,
2023-02-17,18254,
2023-02-20,18257,
2023-02-21,18260,
2023-02-22,18263,
2023-02-24,18266,
2023-02-27,18269,
2023-02-28,18272,
2023-03-01,18428,
2023-03-02,18431,
2023-03-03,18434,
2023-03-06,18437,
2023-03-07,18440,
2023-03-08,18443,
2023-03-09,18446,
2023-03-10,18449,
2023-03-13,18452,
2023-03-14,18455,
2023-03-15,18458,
2023-03-16,18461,
2023-03-17,18464,
2023-03-20,18467,
2023-03-22,18470,
2023-03-23,18473,
2023-03-24,18476,
2023-03-27,18479,
2023-03-28,18482,
2023-03-29,18485,
2023-03-30,18488,
2023-03-31,18491,
2023-04-03,18647,
2023-04-04,18650,
2023-04-05,18653,
2023-04-06,18656,
2023-04-07,18659,
2023-04-10,18662,
2023-04-11,18665,
2023-04-12,18668,
2023-04-13,18671,
2023-04-14,18674,
2023-04-17,18677,
2023-04-18,18680,
2023-04-19,18683,
2023-04-20,18686,
2023-04-21,18689,
2023-04-24,18692,
2023-04-25,18695,
2023-04-26,18698,
2023-04-27,18701,
2023-04-28,18704,
2023-05-01,18860,
2023-05-02,18863,
2023-05-08,18866,
2023-05-09,18869,
2023-05-10,18872,
2023-05-11,18875,
2023-05-12,18878,
2023-05-15,18881,
2023-05-16,18884,
2023-05-17,18887,
2023-05-18,18890,
2023-05-19,18893,
2023-05-22,18896,
2023-05-23,18899,
2023-05-24,18902,
2023-05-25,18905,
2023-05-26,18908,
2023-05-29,18911,
2023-05-30,18914,
2023-05-31,18917,
2023-06-01,19073,
2023-06-02,19076,
2023-06-05,19079,
2023-06-06,19082,
2023-06-07,19085,
2023-06-08,19088,
2023-06-09,19091,
2023-06-12,19094,
2023-06-13,19097,
2023-06-14,19100,
2023-06-15,19103,
2023-06-16,19106,
2023-06-19,19109,
2023-06-20,19112,
2023-06-21,19115,
2023-06-22,19118,
2023-06-23,19121,
2023-06-26,19124,
2023-06-27,19127,
2023-06-28,19130,
2023-06-29,19133,
2023-06-30,19136,
2023-07-03,19292,
2023-07-04,19295,
2023-07-05,19298,
2023-07-06,19301,
2023-07-07,19304,
2023-07-10,19307,
2023-07-11,19310,
2023-07-12,19313,
2023-07-13,19316,
2023-07-14,19319,
2023-07-18,19322,
2023-07-19,19325,
2023-07-20,19328,
2023-07-21,19331,
2023-07-24,19334,
2023-07-25,19337,
2023-07-26,19340,
2023-07-27,19343,
2023-07-28,19346,
2023-07-31,19349,
2023-08-01,19505,
2023-08-02,19508,
2023-08-03,19511,
2023-08-04,19514,
2023-08-07,19517,
2023-08-08,19520,
2023-08-09,19523,
2023-08-10,19526,
2023-08-14,19529,
2023-08-15,19532,
2023-08-16,19535,
2023-08-17,19538,
2023-08-18,19541,
2023-08-21,19544,
2023-08-22,19547,
2023-08-23,19550,
2023-08-24,19553,
2023-08-25,19556,
2023-08-28,19559,
2023-08-29,19562,
2023-08-30,19565,
2023-08-31,19568,
2023-09-01,19724,
2023-09-04,19727,
2023-09-05,19730,
2023-09-06,19733,
2023-09-07,19736,
2023-09-08,19739,
2023-09-11,19742,
2023-09-12,19745,
2023-09-13,19748,
2023-09-14,19751,
